name,rating,picture,address,city,postcode,lon,lat,type,id
Bistro at Art Central,1.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,100 7th Avenue SW,Calgary,T2P,-114.063111,51.046491,fastfood,261
Melrose Cafe & Bar,2,//s3-media1.fl.yelpcdn.com/bphoto/J3kehnaz5ImY0ROnmsrjTg/90s.jpg,421 12th Ave SE,Calgary,T2G 1A5,-114.054671,51.041123,fastfood,262
The Pint,2,//s3-media2.fl.yelpcdn.com/bphoto/JdIvQOrWP_AlJNU2C5vJgA/90s.jpg,1428 17 Avenue SW,Calgary,T2T 3S9,-114.09446,51.037848,fastfood,263
Earls Kitchen + Bar,2.5,//s3-media1.fl.yelpcdn.com/bphoto/V4_lKCP5DIH9Y2mZJww/90s.jpg,5005 Dalhousie Drive NW,Calgary,T3A 5R8,-114.159283,51.106634,fastfood,264
Swiss Chalet,2.5,//s3-media4.fl.yelpcdn.com/bphoto/WytdG5PBlCyq0GGmEiCVCw/90s.jpg,8900 MacLeod Trail SE,Calgary,T2H 2N1,-114.071424,50.973748,fastfood,265
Swiss Chalet,2.5,//s3-media4.fl.yelpcdn.com/bphoto/Mk45b7q3PE67l5NFNZJO4A/90s.jpg,4916 130 Avenue SE,Calgary,T2Z 0G4,-113.963503,50.932056,fastfood,266
Toad N Turtle Pubhouse & Grill,2.5,//s3-media2.fl.yelpcdn.com/bphoto/GiDQGQKehOl70WqhfwtHtQ/90s.jpg,5155 130th Avenue SE,Calgary,T2Z,-113.960495,50.931573,fastfood,267
Vagabond Brewery and Restaurant,2.5,//s3-media1.fl.yelpcdn.com/bphoto/Yta3AO1y0uOp7H0m-bAWWg/90s.jpg,1129 Olym Way SE,Calgary,T2G 0L4,-114.053464,51.041862,fastfood,268
Velvet At the Grand,2.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,608 1 St SW,Calgary,T2P 1M6,-114.065299,51.047344,fastfood,269
Brewsters Brewing Company & Restaurant,3,//s3-media1.fl.yelpcdn.com/bphoto/_OrykRI4DOMgB0s0b4t4Hw/90s.jpg,53 Street SE,Calgary,T2C 4V1,-113.95659,51.00305,fastfood,270
Brewsters Brewing Company & Restaurant,3,//s3-media1.fl.yelpcdn.com/bphoto/zXaab3XZptZZ_t87gUwxwA/90s.jpg,100 11 Mckenzie Towne Boulevard SE,Calgary,T2Z 0S8,-113.962992,50.915884,fastfood,271
Brewsters Brewing Company and Restaurant,3,//s3-media3.fl.yelpcdn.com/bphoto/ip2C8Gx-0fUBe6GNNUJ1Rg/90s.jpg,755 Lake Bonavista Drive SW,Calgary,T2J 0N3,-114.045373,50.942394,fastfood,272
Charbar,3,//s3-media3.fl.yelpcdn.com/bphoto/AGvByOwLgAANARCKuJ7K_g/90s.jpg,618 Confluence Way SE,Calgary,T2G 0G1,-114.050238,51.047777,fastfood,273
D Executive Restaurant and Catering Ltd,3,//s3-media2.fl.yelpcdn.com/bphoto/TYFMBf8vo2EP1W2WVDGdZA/90s.jpg,4412 Manilla Road SE,Calgary,T2G 4B7,-114.052451,51.013698,fastfood,274
Earls Kitchen + Bar,3,//s3-media3.fl.yelpcdn.com/bphoto/IHcQ8FecNPPHxUWkS3hNSg/90s.jpg,10640 McLeod Trail SE,Calgary,T2J 0P8,-114.071488,50.958129,fastfood,275
Earls Kitchen + Bar,3,//s3-media1.fl.yelpcdn.com/bphoto/4Oc4wh9buoOunRzurAPe6w/90s.jpg,2401 4th Street,Calgary,T2S 1X5,-114.071574,51.031251,fastfood,276
EggsOasis,3,//s3-media1.fl.yelpcdn.com/bphoto/BZaBRRy-Oh2DMnMRSDyUHw/90s.jpg,8650 112 Avenue NW,Calgary,T3R,-114.209747,51.151966,fastfood,277
Fryday,3,//s3-media4.fl.yelpcdn.com/bphoto/a42U891ZNXbVZd5cJ926Mg/90s.jpg,4105 4 Street NW,Calgary,T2K 1A2,-114.071654,51.08795,fastfood,278
JOEY Crowfoot,3,//s3-media1.fl.yelpcdn.com/bphoto/SYe3fYteiYFqL-vPxhEoqg/90s.jpg,50 Crowfoot Way NW,Calgary,T3G 4C8,-114.201819,51.124548,fastfood,279
Midtown Kitchen & Bar,3,//s3-media3.fl.yelpcdn.com/bphoto/NnT-mWATjQekE8C8HPiXqg/90s.jpg,302 10th Street NW,Calgary,T2N 1V8,-114.085885,51.054169,fastfood,280
National,3,//s3-media3.fl.yelpcdn.com/bphoto/-l6ueSypdfVOuIKOl0H-Nw/90s.jpg,550 17th Avenue Southwest,Calgary,T2S 0B2,-114.072958,51.037853,fastfood,281
National Westhills,3,//s3-media4.fl.yelpcdn.com/bphoto/el_RTq0mHIVyj_SzvvZjjg/90s.jpg,180 Stewart Green SW,Calgary,T3H 3C8,-114.168343,51.015899,fastfood,282
Schanks Sports Grill,3,//s3-media2.fl.yelpcdn.com/bphoto/mWG8cD2N6r_SlMaUk5ye5g/90s.jpg,9627 MacLeod Trail SW,Calgary,T2J 0P6,-114.071774,50.969481,fastfood,283
Shark Club Calgary Deerfoot Meadows,3,//s3-media2.fl.yelpcdn.com/bphoto/xvy24EHLEahxPPR-8sXd2A/90s.jpg,7995 11th Street SE,Calgary,T2H 0B8,-114.042729,50.98373,fastfood,284
Shark Club Calgary North,3,//s3-media1.fl.yelpcdn.com/bphoto/dQmq-DMx_Q5phOJ85xSgAQ/90s.jpg,2493 27 Avenue NE,Calgary,T2E 8M1,-114.002584,51.076785,fastfood,285
State & Main,3,//s3-media2.fl.yelpcdn.com/bphoto/9s8aXT_4xOvwnSIz5g8tDA/90s.jpg,601 8 Avenue SW,Calgary,T2P,-114.073975,51.045838,fastfood,286
The Big Cheese Poutinerie,3,//s3-media2.fl.yelpcdn.com/bphoto/E6e2EGkeXMrwj3adPtFaMw/90s.jpg,738 17th Avenue SW,Calgary,T2S 0B7,-114.07912,51.037858,fastfood,287
The Canadian Brewhouse,3,//s3-media4.fl.yelpcdn.com/bphoto/pRI_Pzl1deIRBbLwimMQRQ/90s.jpg,9650 Harvest Hills Boulevard NE,Calgary,T3K 0B3,-114.069952,51.141579,fastfood,288
The Kilt & Caber Ale House,3,//s3-media4.fl.yelpcdn.com/bphoto/MTnjZbnrKR9gQI4Eltwt2A/90s.jpg,53 High Street SE,Calgary,T2Z 3T7,-113.960744,50.915208,fastfood,289
The Last Defense Lounge,3,//s3-media2.fl.yelpcdn.com/bphoto/DQfG655dgjXFdv9-Zq-yRQ/90s.jpg,2500 University Drive NW,Calgary,T2N 1N4,-114.12851,51.075012,fastfood,290
The Park Kitchen & Bar,3,//s3-media4.fl.yelpcdn.com/bphoto/zOXDyfFA4fS1ErGjrG1cTQ/90s.jpg,163 Quarry Park Blvd SE,Calgary,T2C 5E1,-114.00944,50.963423,fastfood,291
Boxwood Cafe,3.5,//s3-media3.fl.yelpcdn.com/bphoto/totRBrr2nu-mcRkzFzldAA/90s.jpg,340 13th Avenue SW,Calgary,T2R 0W9,-114.068887,51.040675,fastfood,292
Browns Socialhouse,3.5,//s3-media4.fl.yelpcdn.com/bphoto/3wdSYp2_FGvUmPLBV7NZew/90s.jpg,880 16th Avenue SW,Calgary,T2R 1J9,-114.08114,51.038118,fastfood,293
Cactus Club Cafe,3.5,//s3-media3.fl.yelpcdn.com/bphoto/CAtSdJKuMuIUP-JN51PA2w/90s.jpg,178-317 7th AVE SW,Calgary,T2P 2Y9,-114.056551,51.058834,fastfood,294
Casino Grasslands,3.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,421 12 Ave SE,Calgary,T2G,-114.054671,51.041123,fastfood,295
Compass Restaurant,3.5,//s3-media1.fl.yelpcdn.com/bphoto/BEy-7z86lBHfiDYqsNHjsg/90s.jpg,2001 Airport Road NE,Calgary,T2E 6Z8,-114.008872,51.130835,fastfood,296
Earls Kitchen + Bar,3.5,//s3-media1.fl.yelpcdn.com/bphoto/yfllcJuQPl5IoHSiooFg1A/90s.jpg,140 Stewart Green SW,Calgary,T3H 3C8,-114.168078,51.016863,fastfood,297
Earls Kitchen + Bar,3.5,//s3-media2.fl.yelpcdn.com/bphoto/ELxktPFYHyY9s_jsUqcx4w/90s.jpg,3030 23 Street NE,Calgary,T2E 8R7,-114.005057,51.080444,fastfood,298
Earls Kitchen + Bar,3.5,//s3-media1.fl.yelpcdn.com/bphoto/rSyyJw4wCIiJuVM6CFF1Ag/90s.jpg,1110 16th Avenue NW,Calgary,T2M 0K8,-114.097866,51.061578,fastfood,299
Earls Kitchen + Bar,3.5,//s3-media1.fl.yelpcdn.com/bphoto/xsO41Bn8LQUD_gFp2S0G6Q/90s.jpg,5155 130th Avenue SE,Calgary,T2Z,-113.960495,50.931573,fastfood,300
Fergus & Bix,3.5,//s3-media1.fl.yelpcdn.com/bphoto/oBzJoABzE2v7UPfc3FUsOQ/90s.jpg,873 85th Street SW,Calgary,T3H 4C8,-114.211125,51.060651,fastfood,301
Flames Central,3.5,//s3-media4.fl.yelpcdn.com/bphoto/LSvpVRcyp8OQu_xqUadmgw/90s.jpg,219 8th Ave SW,Calgary,T2P 1B7,-114.06621,51.059743,fastfood,302
Global,3.5,//s3-media3.fl.yelpcdn.com/bphoto/FBhdCoNAJQiYvlvCkcIQLA/90s.jpg,220 4th Avenue SW,Calgary,T2P 0H5,-114.06646,51.049458,fastfood,303
Hose & Hound Neighborhood Pub,3.5,//s3-media3.fl.yelpcdn.com/bphoto/tos5rcVaDFkvsDwkMqJkgQ/90s.jpg,1030 9 Avenue SE,Calgary,T2G 0S7,-114.040148,51.040817,fastfood,304
JOEY Barlow,3.5,//s3-media2.fl.yelpcdn.com/bphoto/3LQzBbv06wUoh5BAWKkfTQ/90s.jpg,3026 23rd Street NE,Calgary,T2E 8R7,-114.005027,51.08008,fastfood,305
JOEY Chinook,3.5,//s3-media2.fl.yelpcdn.com/bphoto/_Cux8Lm0O0wpygpWj4B4iw/90s.jpg,6455 MacLeod Trail SW,Calgary,T2H 0K8,-114.071737,50.995944,fastfood,306
LeVilla Restaurant,3.5,//s3-media3.fl.yelpcdn.com/bphoto/bAmY14PzTkPKUnEyUR-uaA/90s.jpg,1851 Sirocco Drive SW,Calgary,T3H 4R5,-114.168997,51.036823,fastfood,307
MARKET Calgary,3.5,//s3-media4.fl.yelpcdn.com/bphoto/prAkptDVtsUhVhvAdH46cA/90s.jpg,718 17th Avenue,Calgary,T2S 0B7,-114.077871,51.037858,fastfood,308
Milestones Restaurant,3.5,//s3-media4.fl.yelpcdn.com/bphoto/nPHpT1wVY0oZnN3kIqzIwg/90s.jpg,107 8 Ave SE,Calgary,T2G 0K4,-114.062729,51.045478,fastfood,309
Milestones Restaurant,3.5,//s3-media2.fl.yelpcdn.com/bphoto/ZZrdG4Jr64JNGI4LFuFe9g/90s.jpg,3625 Shaganappi Trl NW,Calgary,T3A 5P9,-114.153013,51.085507,fastfood,310
Phoenix Grill,3.5,//s3-media3.fl.yelpcdn.com/bphoto/YeazU9YFOX9P2k2njic0PQ/90s.jpg,5620 Signal Hill Centre SW,Calgary,T3H 3P8,-114.168949,51.018926,fastfood,311
Phoenix Grill,3.5,//s3-media3.fl.yelpcdn.com/bphoto/DQAGAGSn14zQ7ZznwUxkyg/90s.jpg,16061 MacLeod Trail SE,Calgary,T2Y 3S5,-114.064201,50.908059,fastfood,312
Redwater Rustic Grille,3.5,//s3-media4.fl.yelpcdn.com/bphoto/oTn9qLGqju672eSV72Pm7g/90s.jpg,250 6 Ave SW,Calgary,T2E 4Y7,-114.0672,51.047608,fastfood,313
Roosevelt Food and Drink,3.5,//s3-media4.fl.yelpcdn.com/bphoto/1XHZe05ndXufz2HWtwyAbg/90s.jpg,933 17th Avenue SW,Calgary,T2T 5R6,-114.083901,51.037803,fastfood,314
Sky 360,3.5,//s3-media4.fl.yelpcdn.com/bphoto/CdrV69lSmxzCJ8kR2hSxaw/90s.jpg,101 9th Ave SW,Calgary,T2P 1J9,-114.063111,51.044583,fastfood,315
Starlite Restaurant & Bar,3.5,//s3-media2.fl.yelpcdn.com/bphoto/gw6RkgZ_lPx7i60NVpm3Wg/90s.jpg,369 Heritage Dr SE,Calgary,T2H 1M8,-114.061189,50.979558,fastfood,316
The Living Room Restaurant,3.5,//s3-media2.fl.yelpcdn.com/bphoto/A9eDyDsqTSLzvYzHy8H7lg/90s.jpg,514 17 Ave SW,Calgary,T2S 0B1,-114.07246,51.037848,fastfood,317
The Main Dish,3.5,//s3-media4.fl.yelpcdn.com/bphoto/XpraRKlwuiIN76XJMEY0Vg/90s.jpg,903 General Avenue NE,Calgary,T2E 9E1,-114.041544,51.053043,fastfood,318
The Nash,3.5,//s3-media1.fl.yelpcdn.com/bphoto/gQH_w8SILoRQHRDbVOSXOQ/90s.jpg,925 11th Street SE,Calgary,T2G 0S8,-114.036795,51.04189,fastfood,319
The Trop,3.5,//s3-media1.fl.yelpcdn.com/bphoto/CI88hIFV8rZf0FzNaSjKaQ/90s.jpg,34 Avenue SW,Calgary,T2T 2B1,-114.095288,51.023137,fastfood,320
Vin Room West,3.5,//s3-media1.fl.yelpcdn.com/bphoto/8kZr-nYm-zvhh7mrn0lESg/90s.jpg,8561 8A Avenue SW,Calgary,T3H 4C7,-114.210274,51.061523,fastfood,321
White Spot Restaurants,3.5,//s3-media3.fl.yelpcdn.com/bphoto/EToeyY9nipEicVBDQgZOVg/90s.jpg,10440 Macleod Trail SE,Calgary,T2J 0P8,-114.071492,50.959271,fastfood,322
Bazille-Nordstrom,4,//s3-media4.fl.yelpcdn.com/bphoto/EHK5Uxup7NfdQVnQh1v8Ag/90s.jpg,6455 Macleod Trail SW,Calgary,T2H 0K8,-114.071737,50.995944,fastfood,323
Bistro Alma,4,//s3-media3.fl.yelpcdn.com/bphoto/mCR2Ft1Io_FAsL-uH_nRTQ/90s.jpg,169 University Gate NW,Calgary,T2N 4V8,-114.132815,51.076173,fastfood,324
Black Cat Bar & Grill,4,//s3-media3.fl.yelpcdn.com/bphoto/-K9PEJd6bhgLYDPouRNYPQ/90s.jpg,635 6 Avenue SW,Calgary,T2P 0T5,-114.075572,51.047793,fastfood,325
Botanica,4,//s3-media2.fl.yelpcdn.com/bphoto/Mg2OQDNsoKX5lYF3JDLqYA/90s.jpg,2120 16 Avenue NE,Calgary,T2E 1L4,-114.01051,51.067267,fastfood,326
Bow Valley Ranche Restaurant,4,//s3-media4.fl.yelpcdn.com/bphoto/kkeFuuhWNprArelEOd3Jqw/90s.jpg,15979 Bow Bottom Trail SE,Calgary,T2J 7A7,-114.015135,50.90361,fastfood,327
Brasserie Kensington,4,//s3-media2.fl.yelpcdn.com/bphoto/hau-5XE1br5rE8spjk8Plg/90s.jpg,1131 Kensington Road NW,Calgary,T2N 3P4,-114.08778,51.052494,fastfood,328
Cactus Club Cafe,4,//s3-media2.fl.yelpcdn.com/bphoto/Bq2UmuQuFU-a6b22INfouQ/90s.jpg,7010 Macleod Trail SE,Calgary,T2H 0L3,-114.071407,50.98991,fastfood,329
Cedars Deli,4,//s3-media2.fl.yelpcdn.com/bphoto/U0YXZ_iQLs2s0SvfSHF8yg/90s.jpg,16 Panatella Blvd,Calgary,T3K 6C2,-114.071738,51.164746,fastfood,330
Cilantro,4,//s3-media3.fl.yelpcdn.com/bphoto/5_EDt1NYmn3nYk229GsduA/90s.jpg,338 17 Avenue SW,Calgary,T2S 0A8,-114.06917,51.037856,fastfood,331
Green Bean Restaurant & Catering,4,//s3-media3.fl.yelpcdn.com/bphoto/ijyRvaceOYL4xbk8AhwxoQ/90s.jpg,550 6th Avenue SW,Calgary,T2P 0S2,-114.073479,51.047768,fastfood,332
HOME Tasting Room - CLOSED,4,//s3-media4.fl.yelpcdn.com/bphoto/mUEumfcRyDyhImJPI6MLNg/90s.jpg,110 8th Avenue Southwest,Calgary,T2P 1B3,-114.063709,51.045558,fastfood,333
Jimstar Bar and Grill,4,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,4068 Ogden Road SE,Calgary,T2G 4P8,-114.023251,51.018628,fastfood,334
Last Best Brewing & Distilling,4,//s3-media2.fl.yelpcdn.com/bphoto/avmiABB4fD6oHIvxDyqdXg/90s.jpg,607 11 Avenue SW,Calgary,T2R 0E1,-114.074383,51.04266,fastfood,335
Laurier Lounge,4,//s3-media1.fl.yelpcdn.com/bphoto/CQicXwZjpjTlRD5DFQqcfw/90s.jpg,1111 7 Street SW,Calgary,T2R 1A1,-114.079094,51.042174,fastfood,336
LOCAL on 8th Ave,4,//s3-media1.fl.yelpcdn.com/bphoto/kx-t0iA1AwwvehbkQWWZ6w/90s.jpg,310 8th Avenue SW,Calgary,T2P 1C1,-114.080877,51.050499,fastfood,337
Lot 102,4,//s3-media1.fl.yelpcdn.com/bphoto/wbdotvPlcn-NYvTFPg30lw/90s.jpg,102 10 Street NW,Calgary,T2N 1V3,-114.085837,51.052104,fastfood,338
Lynnwood Station,4,//s3-media4.fl.yelpcdn.com/bphoto/2YhXOrhjQR-ICJ7nIHZFpQ/90s.jpg,7025 Ogden Road SE,Calgary,T2C 1B5,-114.001261,50.990018,fastfood,339
One18 Empire,4,//s3-media2.fl.yelpcdn.com/bphoto/RvSHysXPbS576DDeG80LjA/90s.jpg,820 Centre Street S,Calgary,T2G 5J2,-114.062497,51.059453,fastfood,340
Public Beer Market,4,//s3-media3.fl.yelpcdn.com/bphoto/oOA0XeUuIFILMk-QhXCQIQ/90s.jpg,3181 32nd Street NE,Calgary,T1Y 6Z7,-113.988664,51.080381,fastfood,341
Redwater Rustic Grille,4,//s3-media1.fl.yelpcdn.com/bphoto/9i_G9z2JbwyfBKBEmE5zmw/90s.jpg,9223 MacLeod Trail SW,Calgary,T2J 0P6,-114.071764,50.973131,fastfood,342
Safin Donair & Grill,4,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,2219 Centre Street NW,Calgary,T2E 2T4,-114.062563,51.071748,fastfood,343
Stage West Theatre Restaurant,4,//s3-media2.fl.yelpcdn.com/bphoto/0Q0241Ph9FAZBnLWwtYjww/90s.jpg,727 42 Ave SE,Calgary,T2G 1Y8,-113.972414,51.046702,fastfood,344
State & Main,4,//s3-media4.fl.yelpcdn.com/bphoto/3X7bN9NkGKm_Q46VeHcQtg/90s.jpg,6455 Macleod Trail SW,Calgary,T2H 0K8,-114.071737,50.995944,fastfood,345
The Belvedere,4,//s3-media4.fl.yelpcdn.com/bphoto/of6HTexjR-y-nj5ce_8q0g/90s.jpg,107 8th Avenue SW,Calgary,T2P 1B4,-114.06328,51.045493,fastfood,346
The Lake House,4,//s3-media4.fl.yelpcdn.com/bphoto/Oes4SVQ5CREP4lS6uTOi6w/90s.jpg,747 Lake Bonavista Drive SE,Calgary,T2S 0A8,-114.048464,50.944658,fastfood,347
The Place Steakhouse,4,//s3-media3.fl.yelpcdn.com/bphoto/rcIawQ38bw5O76Y6KK0ddA/90s.jpg,6308 Bowness Road NW,Calgary,T3B 0E5,-114.178738,51.085117,fastfood,348
Township Bar & Grill,4,//s3-media4.fl.yelpcdn.com/bphoto/GjDqZaEW4DvYiOMj-kbZAg/90s.jpg,250 6 Avenue SW,Calgary,T2P 3H7,-114.0672,51.047608,fastfood,349
Yellow Door Bistro,4,//s3-media1.fl.yelpcdn.com/bphoto/Qaq16sn1JjylRz48_mp8bQ/90s.jpg,119 12th Avenue SW,Calgary,T2R 0V1,-114.064361,51.041413,fastfood,350
Cactus Club Cafe,4.5,//s3-media1.fl.yelpcdn.com/bphoto/MNcT8SBJSLb-HOie0kK0Ow/90s.jpg,2612 39 Ave NE,Calgary,T1Y 7J9,-114.000987,51.088695,fastfood,351
Container Bar,4.5,//s3-media3.fl.yelpcdn.com/bphoto/OIZEpxQJrzNIurxByzW6Qg/90s.jpg,1131 Kensington Road,Calgary,T2N 1V5,-114.08778,51.052494,fastfood,352
Escoba Bistro & Wine Bar,4.5,//s3-media3.fl.yelpcdn.com/bphoto/uGtjhrGxN2LX6HwTyMvZ9w/90s.jpg,624 8th Avenue SW,Calgary,T2P 1G4,-114.075219,51.045928,fastfood,353
Extreme Pita,4.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,20 Crowfoot Crescent Northwest,Calgary,T3G 2P6,-114.210598,51.125206,fastfood,354
Infusion Contemporary Cuisine,4.5,//s3-media2.fl.yelpcdn.com/bphoto/eRUZ9Vj6Ss_w3qSw2Pt2ow/90s.jpg,2250 162 Avenue SW,Calgary,T2Y 4Z9,-114.108071,50.906908,fastfood,355
Pho Hoan,4.5,//s3-media4.fl.yelpcdn.com/bphoto/xxs1MAO68hfwcT1O1M537g/90s.jpg,5020 17 Avenue SE,Calgary,T2A,-113.961861,51.037888,fastfood,356
Spirit of the Wench,5,//s3-media3.fl.yelpcdn.com/bphoto/91M8cwol1OegrfjPPEmmzw/90s.jpg,1209 1 Street SW,Calgary,T2R 0V3,-114.090827,51.026164,fastfood,357
Ten Foot Henry,5,//s3-media3.fl.yelpcdn.com/bphoto/Y7kgNgLMZXskpOfL-OMIbQ/90s.jpg,1209 1st Street SW,Calgary,T2R 0V3,-114.090827,51.026164,fastfood,358
The Baklava Factory,5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,2230 68 Street NE,Calgary,T1Y 0A2,-113.935001,51.070444,fastfood,359
IL CHIANTI RESTAURANT,3.5,//s3-media1.fl.yelpcdn.com/bphoto/7mviB187OXT8OHKUnJb06Q/90s.jpg,277 20 Avenue NE,Calgary,T2E 1R1,-114.058448,51.070596,italian,360
4th Street Pizza,4.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,2105 Edmonton Trl NE,Calgary,T2E 1R2,-114.056175,51.070729,italian,361
900 Degree Pizza,4.5,//s3-media2.fl.yelpcdn.com/bphoto/jK0DBEd1wJYixvOJsjSFoA/90s.jpg,2829 14 Street SW,Calgary,T2T 3V3,-114.094754,51.029212,italian,362
Abruzzo Ristorante,3.5,//s3-media1.fl.yelpcdn.com/bphoto/b7lSpIKYYBx_dMf1JksEmg/90s.jpg,402 8 St SW,Calgary,T2P 1Z9,-114.080928,51.049527,italian,363
Amantea,4.5,//s3-media4.fl.yelpcdn.com/bphoto/RHaw7mp6tp_Tsl1Fw-K46A/90s.jpg,1207 1st Street SW,Calgary,T2R 0V3,-114.065824,51.041143,italian,364
Amici,3,//s3-media1.fl.yelpcdn.com/bphoto/9mj7sbJohkU6fRRcMZefmA/90s.jpg,500 Country Hills Boulevard NE,Calgary,T3K 4Y7,-114.054961,51.154298,italian,365
Avatara Pizza,3.5,//s3-media2.fl.yelpcdn.com/bphoto/9ubDIEQFTPWohypQlP1goQ/90s.jpg,3406 3th Avenue NW,Calgary,T2N 0M2,-114.136127,51.057638,italian,366
Azzurri Pizzeria,5,//s3-media1.fl.yelpcdn.com/bphoto/6wYD9pdcs97sf3mUoKXwMw/90s.jpg,2404 Edmonton Trail NE,Calgary,T2E 3M8,-114.056329,51.073603,italian,367
Beer Revolution,4,//s3-media4.fl.yelpcdn.com/bphoto/0MEEUkNo_ZTY6YADK6RPMA/90s.jpg,1080 8 Street SW,Calgary,T2R 0J3,-114.081393,51.043098,italian,368
Bella Roma Restaurant,3.5,//s3-media3.fl.yelpcdn.com/bphoto/1lI6CJ5jpERa0Fz6umcftA/90s.jpg,6449 Crowchild Trl SW,Calgary,T3E 5R7,-114.118054,50.99644,italian,369
Black Cat Bar & Grill,4,//s3-media3.fl.yelpcdn.com/bphoto/-K9PEJd6bhgLYDPouRNYPQ/90s.jpg,635 6 Avenue SW,Calgary,T2P 0T5,-114.075572,51.047793,italian,370
Bona Roma Pizza,3,//s3-media3.fl.yelpcdn.com/bphoto/-KoVUBWyVCrXo7AKFP6dpA/90s.jpg,89 Bowridge Drive NW,Calgary,T3B 3R6,-114.207148,51.084771,italian,371
Boston Pizza,2.5,//s3-media4.fl.yelpcdn.com/bphoto/yCa7CSRK65U_ZtzRB3XtGw/90s.jpg,2420 16 Avenue NW,Calgary,T2M 0M5,-114.116463,51.067178,italian,372
Boston Pizza,3,//s3-media2.fl.yelpcdn.com/bphoto/phkL4PTf88ADmguVYZavKg/90s.jpg,140 Crowfoot Crescent NW,Calgary,T3G 2W1,-114.19772,51.126981,italian,373
Boston Pizza,3,//s3-media1.fl.yelpcdn.com/bphoto/OYqulNv1wopik60XrAChTw/90s.jpg,10456 Southport Rd SW,Calgary,T2W 3M5,-114.072897,50.961252,italian,374
Boston Pizza,1.5,//s3-media2.fl.yelpcdn.com/bphoto/jKSeAbj_W6pt8X6CaE3wuQ/90s.jpg,6455 Macleod Trail SW,Calgary,T2H 0K8,-114.071737,50.995944,italian,375
Bottega Tratttoria,4.5,//s3-media3.fl.yelpcdn.com/bphoto/KJgxpHZHw2bRMJ3wrIj-Ug/90s.jpg,5708 1 Street SE,Calgary,T2H 1H8,-114.062234,51.003034,italian,376
Broken Plate Kitchen & Bar,4,//s3-media2.fl.yelpcdn.com/bphoto/fV-FSogekhGu7yD0yxIUuA/90s.jpg,10816 MacLeod Trl SE,Calgary,T2J 5N8,-114.071492,50.957004,italian,377
Broken Plate Kitchen & Bar,4,//s3-media2.fl.yelpcdn.com/bphoto/fV-FSogekhGu7yD0yxIUuA/90s.jpg,10816 MacLeod Trl SE,Calgary,T2J 5N8,-114.071492,50.957004,italian,378
Brooklyn Pizzeria,3.5,//s3-media2.fl.yelpcdn.com/bphoto/h_rjdlo5fJdoAk0TeuzwgQ/90s.jpg,8888 Country Hills Boulevard NW,Calgary,T3G 5T4,-114.218954,51.153949,italian,379
Cafe Mediterranean,3.5,//s3-media1.fl.yelpcdn.com/bphoto/uOKcof-C4N4GysAsOjoh_Q/90s.jpg,1009 1 Street SW,Calgary,T2R 0T8,-114.06569,51.04322,italian,380
Caffe Francesco,4,//s3-media2.fl.yelpcdn.com/bphoto/2qCccmxLeJ4sAU7YxDLl3Q/90s.jpg,3413 26 Avenue SW,Calgary,T3E 0N3,-114.13619,51.030003,italian,381
Canadian Pizza Unlimited,3,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,630 1 Ave NE,Calgary,T2E 0B6,-114.049671,51.053218,italian,382
Carino Japanese Bistro + Wine,4,//s3-media3.fl.yelpcdn.com/bphoto/DBVamqE5nEUnG5FMr4d6ew/90s.jpg,709 Edmonton Trail NE,Calgary,T2E 3J5,-114.054394,51.058292,italian,383
Carino Riserva,5,//s3-media4.fl.yelpcdn.com/bphoto/0osoX3UAgFOam9UuB1mtwQ/90s.jpg,2206 4th Street SW,Calgary,T2S 1W9,-114.071488,51.033228,italian,384
Catch Restaurant and Oyster Bar,3.5,//s3-media1.fl.yelpcdn.com/bphoto/PiZeAgiFDolbW246kQKspg/90s.jpg,100 8th Avenue SE,Calgary,T2G 0K6,-114.062857,51.045535,italian,385
Centini Restaurant & Lounge,3.5,//s3-media2.fl.yelpcdn.com/bphoto/pCwGb2PBCr2ulSCYYZfErg/90s.jpg,160 8 Ave SE,Calgary,T2G 0K6,-114.061556,51.045508,italian,386
Chianti Cafe & Restaurant,2,//s3-media2.fl.yelpcdn.com/bphoto/O5fxtL82pktSx45b58LU-A/90s.jpg,1438 17 Avenue SW,Calgary,T2T 0C8,-114.095411,51.037848,italian,387
